Histone variant,Previous HGNC Symbol,Interactor gene,Interactor category,PDBID,BioGRID count,String count,IntAct count
canonical H2B,HIST1H2BH,LRCH2,,,0,0,1
canonical H2B,HIST1H2BH,PALLD,,,0,0,1
canonical H2B,HIST1H2BH,TAAR3P,,,0,0,1
canonical H2B,HIST1H2BH,SERPINI2,,,0,0,1
canonical H2B,HIST1H2BH,ADAMTS19,,,0,0,1
canonical H2B,HIST1H2BH,ING5,"PTM writers,PTM readers,Replication associated",,0,0,1
canonical H2B,HIST1H2BH,PF4V1,,,0,0,1
canonical H2B,HIST1H2BH,DGKK,,,0,0,1
canonical H2B,HIST1H2BH,STIP1,,,0,0,1
canonical H2B,HIST1H2BH,CROCC,,,0,0,1
canonical H2B,HIST1H2BH,DSP,,,0,0,1
canonical H2B,HIST1H2BH,MSH3,"TF,DNA repair",,0,0,1
canonical H2B,HIST1H2BH,RPL7A,,,0,0,1
canonical H2B,HIST1H2BH,RPL14,,,0,0,1
canonical H2B,HIST1H2BH,FHAD1,,,0,0,1
canonical H2B,HIST1H2BH,NLRP12,,,0,0,1
canonical H2B,HIST1H2BH,ARAP3,,,0,0,1
canonical H2B,HIST1H2BH,LSR,,,0,0,1
canonical H2B,HIST1H2BH,MDH2,,,0,0,1
canonical H2B,HIST1H2BH,ST18,TF,,0,0,1
canonical H2B,HIST1H2BH,COIL,,,0,0,1
canonical H2B,HIST1H2BH,PDCD7,,,0,0,1
canonical H2B,HIST1H2BH,ATF7IP2,,,0,0,1
canonical H2B,HIST1H2BH,DOLPP1,,,0,0,1
canonical H2B,HIST1H2BH,USP39,,,0,0,1
canonical H2B,HIST1H2BH,NFE2L2,TF,,0,0,1
canonical H2B,HIST1H2BH,PHACTR2,,,0,0,1
canonical H2B,HIST1H2BH,TRPM1,,,0,0,1
canonical H2B,HIST1H2BH,HSP90B1,,,0,0,1
canonical H2B,HIST1H2BH,ZNF326,TF,,0,0,1
canonical H2B,HIST1H2BH,SRSF11,,,0,0,1
canonical H2B,HIST1H2BH,HMGA1,"Histone chaperones,TF,Replication associated,HMG",,0,0,1
canonical H2B,HIST1H2BH,SULF2,,,0,0,1
canonical H2B,HIST1H2BH,NDC80,,,0,0,1
canonical H2B,HIST1H2BH,NUP98,Replication associated,,0,0,1
canonical H2B,HIST1H2BH,WDFY3,,,0,0,1
canonical H2B,HIST1H2BH,DENND2C,,,0,0,1
canonical H2B,HIST1H2BH,HDGFL2,,,0,0,1
canonical H2B,HIST1H2BH,KIAA1614,,,0,0,1
canonical H2B,HIST1H2BH,PRSS35,,,0,0,1
canonical H2B,HIST1H2BH,PDE4DIP,,,0,0,1
canonical H2B,HIST1H2BH,CDC25A,Replication associated,,0,0,1
canonical H2B,HIST1H2BH,EGFL6,,,0,0,1
canonical H2B,HIST1H2BH,OR2T11,,,0,0,1
canonical H2B,HIST1H2BH,GTF2H3,"TF,DNA repair",,0,0,1
canonical H2B,HIST1H2BH,HP,,,0,0,1
canonical H2B,HIST1H2BH,CCDC93,,,0,0,1
canonical H2B,HIST1H2BH,HSD3B1,,,0,0,1
canonical H2B,HIST1H2BH,CRAT,,,0,0,1
canonical H2B,HIST1H2BH,GOLGA2,,,0,0,1
canonical H2B,HIST1H2BH,SPATS1,,,0,0,1
canonical H2B,HIST1H2BH,NRG1,TF,,0,0,1
canonical H2B,HIST1H2BH,PRPF39,,,0,0,1
canonical H2B,HIST1H2BH,DGKD,,,0,0,1
canonical H2B,HIST1H2BH,PSMA8,PTM writers,,0,0,1
canonical H2B,HIST1H2BH,ERCC6L,TF,,0,0,1
canonical H2B,HIST1H2BH,ADCY7,,,0,0,1
canonical H2B,HIST1H2BH,TRPC1,,,0,0,1
canonical H2B,HIST1H2BH,DNAJC21,,,0,0,1
canonical H2B,HIST1H2BH,ABCF1,,,0,0,1
canonical H2B,HIST1H2BH,SYCN,,,0,0,1
canonical H2B,HIST1H2BH,TRAF3IP1,,,0,0,1
canonical H2B,HIST1H2BH,PREX2,,,0,0,1
canonical H2B,HIST1H2BH,PRKACB,,,0,0,1
canonical H2B,HIST1H2BH,KIF4B,TF,,0,0,1
canonical H2B,HIST1H2BH,USP46,,,0,0,1
canonical H2B,HIST1H2BH,SLITRK3,,,0,0,1
canonical H2B,HIST1H2BH,KAT6B,"PTM writers,PTM readers,Histone chaperones,TF",,0,0,1
canonical H2B,HIST1H2BH,OCRL,,,0,0,1
canonical H2B,HIST1H2BH,SAFB2,TF,,0,0,1
canonical H2B,HIST1H2BH,ZNF878,,,0,0,1
canonical H2B,HIST1H2BH,ARHGAP4,,,0,0,1
canonical H2B,HIST1H2BH,ADGRG4,,,0,0,1
canonical H2B,HIST1H2BH,TTC37,,,0,0,1
canonical H2B,HIST1H2BH,ZNF718,TF,,0,0,1
canonical H2B,HIST1H2BH,SNRPD2,,,0,0,1
canonical H2B,HIST1H2BH,ZIK1,TF,,0,0,1
canonical H2B,HIST1H2BH,HKDC1,,,0,0,1
canonical H2B,HIST1H2BH,ANO1,,,0,0,1
canonical H2B,HIST1H2BH,GLRA4,,,0,0,1
canonical H2B,HIST1H2BH,ATG2A,,,0,0,1
canonical H2B,HIST1H2BH,HIVEP1,TF,,0,0,1
canonical H2B,HIST1H2BH,NEDD8,,,0,0,1
canonical H2B,HIST1H2BH,ZNF385B,,,0,0,1
canonical H2B,HIST1H2BH,CEP295NL,,,0,0,1
canonical H2B,HIST1H2BH,IGHG1,,,0,0,1
canonical H2B,HIST1H2BH,GUCY1B2,,,0,0,1
canonical H2B,HIST1H2BH,CUL9,PTM writers,,0,0,1
canonical H2B,HIST1H2BH,SBNO1,TF,,0,0,1
canonical H2B,HIST1H2BH,TOMM70,,,0,0,1
canonical H2B,HIST1H2BH,SNIP1,TF,,0,0,1
canonical H2B,HIST1H2BH,RAD51D,"TF,DNA repair",,0,0,1
canonical H2B,HIST1H2BH,NOA1,,,0,0,1
canonical H2B,HIST1H2BH,ACSL4,,,0,0,1
canonical H2B,HIST1H2BH,ADAMTS2,,,0,0,1
canonical H2B,HIST1H2BH,RP1,,,0,0,1
canonical H2B,HIST1H2BH,RSL1D1,,,0,0,1
canonical H2B,HIST1H2BH,DDI2,,,0,0,1
canonical H2B,HIST1H2BH,DAPK1,,,0,0,1
canonical H2B,HIST1H2BH,AMPD3,,,0,0,1
canonical H2B,HIST1H2BH,RFXAP,TF,,0,0,1
canonical H2B,HIST1H2BH,RHOH,,,0,0,1
canonical H2B,HIST1H2BH,SYNJ2,,,0,0,1
canonical H2B,HIST1H2BH,BPTF,"PTM readers,Chromatin remodelers,TF",,0,0,1
canonical H2B,HIST1H2BH,ENPP2,,,0,0,1
canonical H2B,HIST1H2BH,DEPDC5,,,0,0,1
canonical H2B,HIST1H2BH,DIAPH1,,,0,0,1
canonical H2B,HIST1H2BH,KIF7,,,0,0,1
canonical H2B,HIST1H2BH,LRRC70,,,0,0,1
canonical H2B,HIST1H2BH,KIAA2013,,,0,0,1
canonical H2B,HIST1H2BH,LAMA2,,,0,0,1
canonical H2B,HIST1H2BH,EPHA3,,,0,0,1
canonical H2B,HIST1H2BH,FGD6,,,0,0,1
canonical H2B,HIST1H2BH,PDE5A,,,0,0,1
canonical H2B,HIST1H2BH,PPFIBP2,TF,,0,0,1
canonical H2B,HIST1H2BH,SPOUT1,,,0,0,1
canonical H2B,HIST1H2BH,RAB6A,,,0,0,1
canonical H2B,HIST1H2BH,HIF1A,TF,,0,0,1
canonical H2B,HIST1H2BH,CCDC89,,,0,0,1
canonical H2B,HIST1H2BH,HTT,TF,,0,0,18
canonical H2B,HIST1H2BH,ATXN1,TF,,0,0,3
canonical H2B,HIST1H2BN,NKAPD1,,,0,0,3
canonical H2B,HIST1H2BN,PRR13,,,0,0,3
canonical H2B,HIST1H2BN,RPL22,,,0,0,3
canonical H2B,HIST1H2BN,SREK1IP1,,,0,0,3
canonical H2B,HIST1H2BN,TSPYL2,"Histone chaperones,TF",,0,0,1
canonical H2B,HIST1H2BN,EWSR1,TF,,0,0,1
canonical H2B,HIST1H2BO,PCDHB12,,,0,0,2
canonical H2B,HIST1H2BL,AP2M1,,,0,0,1
canonical H2B,"HIST1H2BL,HIST1H2BD",NOP53,,,"0,0","0,0","1,1"
canonical H2B,HIST1H2BL,KIF21A,,,0,0,1
canonical H2B,HIST1H2BD,NEMF,,,0,0,1
canonical H2B,HIST1H2BD,SHLD2,,,0,0,1
canonical H2B,HIST1H2BD,MYH9,,,0,0,1
canonical H2B,HIST1H2BD,TRIM77,,,0,0,1
canonical H2B,HIST1H2BD,TSPOAP1,,,0,0,1
canonical H2B,HIST1H2BD,FER1L4,,,0,0,1
canonical H2B,HIST1H2BM,MATN1,,,0,0,1
canonical H2B,HIST1H2BM,OSBPL9,,,0,0,1
canonical H2B,HIST1H2BM,PPP1R11,,,0,0,1
canonical H2B,HIST1H2BM,BMS1,,,0,0,1
canonical H2B,HIST1H2BM,IPO7,,,0,0,1
canonical H2B,HIST1H2BM,CST7,,,0,0,1
canonical H2B,HIST1H2BM,TICRR,"Replication associated,DNA repair",,0,0,1
canonical H2B,HIST1H2BM,CMC1,,,0,0,1
H2A.Z.1,H2AFZ,GATAD2B,"Chromatin remodelers,TF",,1,1,0
H2A.Z.1,H2AFZ,SUPT16H,"Histone chaperones,TF,Replication associated,DNA repair",,0,1,1
H2A.Z.1,H2AFZ,ZNHIT1,Chromatin remodelers,,6,6,6
H2A.Z.1,H2AFZ,XRCC5,"TF,DNA repair",,0,2,2
H2A.Z.1,H2AFZ,SMARCA1,"Chromatin remodelers,TF",,1,1,0
H2A.Z.1,H2AFZ,SIN3A,"PTM erasers,Chromatin remodelers,TF,Replication associated",,1,1,0
H2A.Z.1,H2AFZ,DMAP1,"PTM writers,DNA modificators,Chromatin remodelers,TF,Replication associated",,4,4,4
H2A.Z.1,H2AFZ,HDAC2,"PTM writers,PTM erasers,Chromatin remodelers,TF,Transcription associated,Replication associated",,1,1,0
H2A.Z.1,H2AFZ,MORF4L2,"Chromatin remodelers,DNA repair",,0,1,1
H2A.Z.1,H2AFZ,ACTL6A,"PTM writers,Chromatin remodelers",,4,4,4
H2A.Z.1,H2AFZ,HIST3H3,,,1,1,0
H2A.Z.1,H2AFZ,YEATS4,"PTM writers,Chromatin remodelers,TF",,4,4,4
H2A.Z.1,H2AFZ,SET,"Histone chaperones,Replication associated",,1,1,0
H2A.Z.1,H2AFZ,CBX3,"PTM readers,TF,Chromatin architecture",,1,1,0
H2A.Z.1,H2AFZ,BAZ2A,"PTM readers,DNA modificators,Chromatin remodelers,TF",,1,1,0
H2A.Z.1,H2AFZ,MTA2,"PTM erasers,Chromatin remodelers,TF",,1,1,0
H2A.Z.1,H2AFZ,NAP1L4,Histone chaperones,,0,2,2
H2A.Z.1,H2AFZ,MORF4L1,"PTM writers,PTM erasers,Chromatin remodelers,DNA repair",,1,1,1
H2A.Z.1,H2AFZ,CHD4,"PTM erasers,PTM readers,Chromatin remodelers,TF",,1,1,0
H2A.Z.1,H2AFZ,VPS72,"Chromatin remodelers,Histone chaperones,TF",,2,2,2
H2A.Z.1,H2AFZ,MBD3,"PTM erasers,Chromatin remodelers,TF",,1,1,0
H2A.Z.1,H2AFZ,EPC1,"PTM writers,Chromatin remodelers,TF",,1,1,1
H2A.Z.1,H2AFZ,ANP32E,Histone chaperones,,1,1,1
H2A.Z.1,H2AFZ,EP400,"PTM writers,Chromatin remodelers,TF",,2,2,2
H2A.Z.1,H2AFZ,MRGBP,"PTM writers,Chromatin remodelers",,1,1,1
H2A.Z.1,H2AFZ,RUVBL2,"PTM writers,Chromatin remodelers,TF,DNA repair",,6,6,6
H2A.Z.1,H2AFZ,INCENP,,,2,2,0
H2A.Z.1,H2AFZ,MTA1,"PTM erasers,Chromatin remodelers,TF",,1,1,0
H2A.Z.1,H2AFZ,SSRP1,"Histone chaperones,TF,Replication associated,DNA repair",,0,1,1
H2A.Z.1,H2AFZ,BRD2,PTM readers,,1,1,0
H2A.Z.1,H2AFZ,TRRAP,"PTM writers,Chromatin remodelers,TF",,1,1,1
H2A.Z.1,H2AFZ,BPTF,"PTM readers,Chromatin remodelers,TF",,1,1,0
H2A.Z.1,H2AFZ,WDR5,"PTM writers,PTM readers,TF",,1,1,0
H2A.Z.1,H2AFZ,XRCC6,"TF,DNA repair",,0,2,2
H2A.Z.1,H2AFZ,MEAF6,PTM writers,,1,1,0
H2A.Z.1,H2AFZ,INO80C,"PTM writers,Chromatin remodelers",,1,1,0
H2A.Z.1,H2AFZ,NCAPH,,,1,1,0
H2A.Z.1,H2AFZ,PBRM1,"PTM readers,Chromatin remodelers,TF",,1,1,0
H2A.Z.1,H2AFZ,HIST2H3C,,,1,1,0
H2A.Z.1,H2AFZ,UBB,,,1,1,0
H2A.Z.1,H2AFZ,PARP1,"PTM writers,TF,Chromatin architecture,DNA repair",,1,1,0
H2A.Z.1,H2AFZ,SMARCC1,"Chromatin remodelers,TF",,1,1,0
H2A.Z.1,H2AFZ,SMARCA5,"Chromatin remodelers,Histone chaperones,TF",,1,1,0
H2A.Z.1,H2AFZ,GATAD2A,"PTM erasers,DNA modificators,Chromatin remodelers,TF",,1,1,0
H2A.Z.1,H2AFZ,KAT5,"PTM writers,Chromatin remodelers,TF,DNA repair",,2,2,2
H2A.Z.1,H2AFZ,EHMT2,"PTM writers,PTM readers,TF",,1,1,0
H2A.Z.1,H2AFZ,BRD3,PTM readers,,1,1,0
H2A.Z.1,H2AFZ,RUVBL1,"PTM writers,Chromatin remodelers,TF",,6,6,6
H2A.Z.1,H2AFZ,SRCAP,"PTM writers,TF",,4,4,4
H2A.Z.1,H2AFZ,DNMT3A,"PTM readers,DNA modificators,TF",,1,1,0
H2A.Z.1,H2AFZ,RNF2,"PTM writers,TF,Transcription associated",,1,1,0
H2A.Z.1,H2AFZ,BRD8,"PTM writers,PTM readers,Chromatin remodelers,TF",,1,1,1
H2A.Z.1,H2AFZ,ING3,"PTM writers,PTM readers,Chromatin remodelers",,2,2,2
H2A.Z.1,H2AFZ,ACTR6,Chromatin remodelers,,3,3,3
H2A.Z.1,H2AFZ,SMARCA4,"PTM readers,Chromatin remodelers,TF",,1,1,0
H2A.Z.1,H2AFZ,NAP1L1,"Histone chaperones,Replication associated",,2,2,2
H2A.Z.1,H2AFZ,SMARCB1,"Chromatin remodelers,TF",,1,1,0
H2A.Z.1,H2AFZ,MBD2,"PTM erasers,Chromatin remodelers,TF",,1,1,0
H2A.Z.1,H2AFZ,EZR,,,1,0,0
H2A.Z.1,H2AFZ,FH,,,8,0,8
H2A.Z.1,H2AFZ,NOL3,,,1,0,0
H2A.Z.1,H2AFZ,OGFOD1,,,1,0,0
H2A.Z.1,H2AFZ,PSMD9,"PTM writers,TF",,1,0,0
H2A.Z.1,H2AFZ,PYGL,,,1,0,0
H2A.Z.1,H2AFZ,TRNT1,,,1,0,0
H2A.Z.1,H2AFZ,MIER1,TF,,1,0,0
H2A.Z.1,H2AFZ,ARID5B,TF,,1,0,0
H2A.Z.1,H2AFZ,C17orf49,,,1,0,0
H2A.Z.1,H2AFZ,HMGXB4,TF,,1,0,0
H2A.Z.1,H2AFZ,CHD8,,,1,0,0
H2A.Z.1,H2AFZ,DDB1,"PTM writers,TF,DNA repair",,1,0,0
H2A.Z.1,H2AFZ,SMARCC2,"Chromatin remodelers,TF",,1,0,0
H2A.Z.1,H2AFZ,ADNP,TF,,1,0,0
H2A.Z.1,H2AFZ,SMARCE1,"Chromatin remodelers,Histone chaperones,TF",,1,0,0
H2A.Z.1,H2AFZ,SMARCD2,"Chromatin remodelers,TF",,1,0,0
H2A.Z.1,H2AFZ,USP48,,,1,0,0
H2A.Z.1,H2AFZ,POGZ,TF,,1,0,0
H2A.Z.1,H2AFZ,DPF2,"PTM readers,Chromatin remodelers",,1,0,0
H2A.Z.1,H2AFZ,MSH6,"PTM readers,TF,DNA repair",,2,0,2
H2A.Z.1,H2AFZ,WIZ,,,1,0,0
H2A.Z.1,H2AFZ,GTF3C3,,,1,0,0
H2A.Z.1,H2AFZ,ZMYM2,,,1,0,0
H2A.Z.1,H2AFZ,WDR18,,,1,0,0
H2A.Z.1,H2AFZ,TAF4,"PTM writers,TF",,1,0,0
H2A.Z.1,H2AFZ,MIER3,TF,,1,0,0
H2A.Z.1,H2AFZ,HCFC1,"PTM writers,TF",,1,0,0
H2A.Z.1,H2AFZ,ZNF24,,,1,0,0
H2A.Z.1,H2AFZ,USF1,"PTM readers,TF",,1,0,1
H2A.Z.1,H2AFZ,SLCO6A1,,,1,0,1
H2A.Z.1,H2AFZ,DNAH1,,,1,0,1
H2A.Z.1,H2AFZ,AFF4,TF,,1,0,1
H2A.Z.1,H2AFZ,MYH15,,,1,0,1
H2A.Z.1,H2AFZ,LOC102724334,,,1,0,0
H2A.Z.1,H2AFZ,ABCF1,,,1,0,1
H2A.Z.1,H2AFZ,MAGEC1,,,0,0,1
H2A.Z.1,H2AFZ,EPC2,"Chromatin remodelers,DNA repair",,0,0,1
H2A.Z.1,H2AFZ,H3C12,,,0,0,2
H2A.Z.1,H2AFZ,RAD23B,"PTM writers,TF,DNA repair",,0,0,1
H2A.Z.1,H2AFZ,XRCC1,"TF,DNA repair",,0,0,1
H2A.Z.1,H2AFZ,MSH2,,,0,0,2
H2A.Z.1,H2AFZ,LIG3,"TF,Replication associated,DNA repair",,0,0,1
H2A.Z.1,H2AFZ,XPC,"TF,DNA repair",,0,0,2
H2A.Z.1,H2AFZ,PRKDC,"PTM writers,TF,DNA repair",,0,0,2
H2A.Z.1,H2AFZ,HSPA8,Histone chaperones,,0,0,2
H2A.Z.1,H2AFZ,MBTD1,PTM readers,,0,0,1
H2A.Z.1,H2AFZ,FAU,,,0,0,1
H2A.Z.1,H2AFZ,psi-mi:yb035_human(display_long),,,0,0,1
TS H2A.1,HIST1H2AA,RPS4X,,,1,1,0
TS H2A.1,HIST1H2AA,HDAC3,"PTM erasers,PTM readers,Chromatin remodelers,TF",,1,1,0
TS H2A.1,HIST1H2AA,HDAC2,"PTM writers,PTM erasers,Chromatin remodelers,TF,Transcription associated,Replication associated",,1,1,0
TS H2A.1,HIST1H2AA,RPSA,,,1,1,0
TS H2A.1,HIST1H2AA,RPS14,,,1,1,0
TS H2A.1,HIST1H2AA,HDAC1,"PTM erasers,PTM readers,Chromatin remodelers,TF",,1,1,0
TS H2A.1,HIST1H2AA,TLE3,TF,,1,0,0
TS H2A.1,HIST1H2AA,BRD7,"PTM readers,Chromatin remodelers,TF",,0,0,1
H1.4,HIST1H1E,KRI1,,,1,1,1
H1.4,HIST1H1E,CBX5,"PTM writers,PTM erasers,PTM readers,Chromatin remodelers,TF,Chromatin architecture",,1,1,0
H1.4,HIST1H1E,HIST3H3,,,1,1,0
H1.4,HIST1H1E,L3MBTL1,"PTM readers,TF",,0,3,3
H1.4,HIST1H1E,UBA52,,,1,1,0
H1.4,HIST1H1E,YBX2,TF,,1,1,1
H1.4,HIST1H1E,MED8,,,1,0,0
H1.4,HIST1H1E,IL7R,,,1,0,0
H1.4,HIST1H1E,EXOSC4,,,1,0,0
H1.4,HIST1H1E,TOM1,,,1,0,0
H1.4,HIST1H1E,VPS26A,,,1,0,0
H1.4,HIST1H1E,LEO1,TF,,1,0,1
H1.4,HIST1H1E,ZNF346,,,1,0,1
H1.4,HIST1H1E,UBTF,TF,,1,0,1
H1.4,HIST1H1E,CMSS1,,,1,0,1
H1.4,HIST1H1E,RBM19,,,1,0,1
H1.4,HIST1H1E,RPS3,TF,,1,0,1
H1.4,HIST1H1E,CTR9,TF,,1,0,1
H1.4,HIST1H1E,ZNF354A,,,1,0,1
H1.4,HIST1H1E,ZNF16,,,1,0,1
H1.4,HIST1H1E,TRIM71,,,1,0,1
H1.4,HIST1H1E,GLE1,,,1,0,1
H1.4,HIST1H1E,ZNF184,,,1,0,1
H1.4,HIST1H1E,KRR1,,,1,0,1
H1.4,HIST1H1E,DDX55,,,1,0,1
H1.4,HIST1H1E,GNL2,,,1,0,1
H1.4,HIST1H1E,ISG20L2,,,1,0,1
H1.4,HIST1H1E,ZNF48,,,1,0,1
H1.4,HIST1H1E,WHSC1,"PTM writers,TF",,1,0,0
H1.4,HIST1H1E,RBMS1,,,1,0,1
H1.4,HIST1H1E,RPS2,,,1,0,1
H1.4,HIST1H1E,MOV10,,,1,0,1
H1.4,HIST1H1E,RPS17,,,1,0,1
H1.4,HIST1H1E,TOE1,,,1,0,1
H1.4,HIST1H1E,RPS15,TF,,1,0,1
H1.4,HIST1H1E,RBM34,,,1,0,1
H1.4,HIST1H1E,SF3B2,,,1,0,1
H1.4,HIST1H1E,RPS16,,,1,0,1
H1.4,HIST1H1E,RRP12,,,1,0,1
H1.4,HIST1H1E,GLYR1,"PTM readers,TF",,1,0,1
H1.4,HIST1H1E,LARP1,,,1,0,1
H1.4,HIST1H1E,RPL37A,,,1,0,1
H1.4,HIST1H1E,RPL26L1,,,1,0,1
H1.4,HIST1H1E,FTSJ3,,,4,0,4
H1.4,HIST1H1E,KIAA0020,,,1,0,0
H1.4,HIST1H1E,NOC3L,,,1,0,1
H1.4,HIST1H1E,STAU1,,,1,0,1
H1.4,HIST1H1E,FARS2,,,1,0,1
H1.4,HIST1H1E,SF3B1,Chromatin remodelers,,1,0,1
H1.4,HIST1H1E,ZCCHC9,,,1,0,1
H1.4,HIST1H1E,CTCF,"DNA modificators,TF,Chromatin architecture",,1,0,1
H1.4,HIST1H1E,RRP8,"PTM readers,Chromatin remodelers",,1,0,1
H1.4,HIST1H1E,DDX18,,,1,0,1
H1.4,HIST1H1E,DKC1,Replication associated,,1,0,1
H1.4,HIST1H1E,IGF2BP3,,,1,0,1
H1.4,HIST1H1E,UPF1,"TF,Replication associated,DNA repair",,1,0,1
H1.4,HIST1H1E,REXO4,TF,,1,0,1
H1.4,HIST1H1E,TEX10,PTM writers,,1,0,1
H1.4,HIST1H1E,RPS10,,,1,0,1
H1.4,HIST1H1E,DDX10,,,1,0,1
H1.4,HIST1H1E,BRIX1,,,1,0,1
H1.4,HIST1H1E,CEBPZ,TF,,1,0,1
H1.4,HIST1H1E,RPS19,,,1,0,1
H1.4,HIST1H1E,DHX30,,,1,0,1
H1.4,HIST1H1E,RBM28,,,1,0,1
H1.4,HIST1H1E,STAU2,,,1,0,1
H1.4,HIST1H1E,MAK16,,,1,0,1
H1.4,HIST1H1E,NMNAT1,,,1,0,1
H1.4,HIST1H1E,PPAN-P2RY11,,,1,0,0
H1.4,HIST1H1E,PURA,,,1,0,1
H1.4,HIST1H1E,PAK1IP1,,,1,0,1
H1.4,HIST1H1E,NOP2,,,1,0,1
H1.4,HIST1H1E,SSB,TF,,1,0,1
H1.4,HIST1H1E,DDX31,,,1,0,1
H1.4,HIST1H1E,NOP14,,,1,0,1
H1.4,HIST1H1E,ELAVL2,,,1,0,1
H1.4,HIST1H1E,RPS3A,,,1,0,1
H1.4,HIST1H1E,CDK11B,,,1,0,1
H1.4,HIST1H1E,DDX27,,,1,0,1
H1.4,HIST1H1E,RPS20,,,1,0,1
H1.4,HIST1H1E,FYTTD1,,,1,0,1
H1.4,HIST1H1E,ZNF668,,,1,0,1
H1.4,HIST1H1E,SRSF1,,,1,0,1
H1.4,HIST1H1E,EEF1D,,,1,0,1
H1.4,HIST1H1E,KIF22,"TF,DNA repair",,1,0,1
H1.4,HIST1H1E,CHD4,"PTM erasers,PTM readers,Chromatin remodelers,TF",,1,0,1
H1.4,HIST1H1E,FMNL3,,,1,0,0
H1.4,HIST1H1E,RPUSD4,,,1,0,0
H1.4,HIST1H1E,NSD1,"PTM writers,TF",,1,0,1
H1.4,HIST1H1E,HIRIP3,Histone chaperones,,1,0,1
H1.4,HIST1H1E,PRX,,,1,0,1
H1.4,HIST1H1E,PHF8,"PTM erasers,PTM readers,TF",,1,0,1
H1.4,HIST1H1E,TXLNA,,,1,0,1
H1.4,HIST1H1E,ITGA8,,,1,0,1
H1.4,HIST1H1E,MFAP1,,,1,0,1
H1.4,HIST1H1E,INPP5A,,,1,0,0
H1.4,HIST1H1E,C15orf59,,,1,0,0
H1.4,HIST1H1E,HP1BP3,"Histone chaperones,TF",,1,0,1
H1.4,HIST1H1E,WDR87,,,1,0,1
H1.4,HIST1H1E,DOK3,,,1,0,1
H1.4,HIST1H1E,EFTUD1,,,1,0,0
H1.4,HIST1H1E,CCDC186,,,1,0,1
H1.4,HIST1H1E,ALPK2,,,1,0,1
H1.4,HIST1H1E,COL23A1,,,1,0,1
H1.4,HIST1H1E,TMC8,,,1,0,1
H1.4,HIST1H1E,CFAP46,,,1,0,1
H1.4,HIST1H1E,RNF113B,,,1,0,1
H1.4,HIST1H1E,ARFGAP2,,,1,0,1
H1.4,HIST1H1E,PDZD8,,,1,0,1
H1.4,HIST1H1E,NUP133,,,1,0,1
H1.4,HIST1H1E,ZNF512B,TF,,1,0,1
H1.4,HIST1H1E,SYNGAP1,,,1,0,1
H1.4,HIST1H1E,LYSMD1,,,1,0,1
H1.4,HIST1H1E,FRMD8,,,1,0,1
H1.4,HIST1H1E,CHIA,,,1,0,1
H1.4,HIST1H1E,RNF32,,,1,0,1
H1.4,HIST1H1E,TNMD,,,1,0,1
H1.4,HIST1H1E,CBX8,"PTM writers,PTM readers,TF,Transcription associated",,1,0,1
H1.4,HIST1H1E,UTP3,,,1,0,1
H1.4,HIST1H1E,BAZ1B,"PTM writers,PTM readers,Chromatin remodelers,Histone chaperones,TF,DNA repair",,1,0,1
H1.4,HIST1H1E,GPATCH8,,,1,0,1
H1.4,HIST1H1E,MTUS1,,,1,0,1
H1.4,HIST1H1E,ALK,,,1,0,1
H1.4,HIST1H1E,RAD54L2,,,1,0,1
H1.4,HIST1H1E,PLXND1,,,1,0,1
H1.4,HIST1H1E,CEP83,,,1,0,0
H1.4,HIST1H1E,RPL14,,,1,0,0
H1.4,HIST1H1E,RABL6,,,1,0,1
H1.4,HIST1H1E,FIGNL1,,,1,0,0
H1.4,HIST1H1E,BICD2,,,1,0,0
H1.4,HIST1H1E,TCEANC2,,,1,0,1
H1.4,HIST1H1E,PRAM1,,,1,0,1
H1.4,HIST1H1E,ZNF341,,,1,0,1
H1.4,HIST1H1E,TSKS,,,1,0,1
H1.4,HIST1H1E,TAAR3,,,1,0,0
H1.4,HIST1H1E,MAP3K14,,,0,0,1
H1.4,HIST1H1E,NCK1,,,0,0,2
H1.4,HIST1H1E,PPAN,,,0,0,1
H1.4,HIST1H1E,PUM3,,,0,0,1
H1.4,HIST1H1E,NSD2,,,0,0,1
H1.4,HIST1H1E,TPPP,,,0,0,1
H1.4,HIST1H1E,INSYN1,,,0,0,1
H1.4,HIST1H1E,TAAR3P,,,0,0,1
H1.4,HIST1H1E,TNRC18,,,0,0,1
H1.4,HIST1H1E,EFL1,,,0,0,1
H1.4,HIST1H1E,ZC3H11A,,,0,0,1
H1.4,HIST1H1E,VWA3A,,,0,0,1
H1.4,HIST1H1E,ATXN7,,,0,0,1
H1.4,HIST1H1E,ZFC3H1,,,0,0,1
H1.4,HIST1H1E,FMNL1,,,0,0,1
H1.4,HIST1H1E,MYBL2,,,0,0,1
H1.4,HIST1H1E,SLU7,,,0,0,1
H1.4,HIST1H1E,FER1L5,,,0,0,1
H1.4,HIST1H1E,BBIP1,,,0,0,1
H1.4,HIST1H1E,CEBPZOS,,,0,0,1
H1.4,HIST1H1E,XIRP2,,,0,0,1
H1.5,HIST1H1B,FOXP3,,,1,1,0
H1.5,HIST1H1B,CBX8,"PTM writers,PTM readers,TF,Transcription associated",,1,1,1
H1.5,HIST1H1B,HMGA1,"Histone chaperones,TF,Replication associated,HMG",,1,1,0
H1.5,HIST1H1B,HIST3H3,,,1,1,0
H1.5,HIST1H1B,HMGA2,"TF,HMG",,1,1,0
